รหัส,หมวด,ความยาก,รอบที่,คำถาม,ผล,เหตุผล,เรียกเครื่องมือ,ข้อมูลที่ส่งให้เครื่องมือ,รอบที่เรียกเครื่องมือ,ความรู้ที่ค้นเจอ,เวลา_ms,คำตอบ,ฐานกฎหมาย,แหล่งอ้างอิง
"Q28","กฎหมายภาษี","ปานกลาง","1","เงินได้พึงประเมินมีกี่ประเภท","ผ่าน","ครบ","-","","0","เงินได้พึงประเมิน 8 ประเภทตามมาตรา 40 | ภาษีคริปโตเคอร์เรนซีและโทเคนดิจิทัล","3679","เงินได้พึงประเมินตามประมวลรัษฎากรมาตรา 40 แบ่งออกเป็น 8 ประเภทค่ะ - 40(1) เงินได้จากการจ้างแรงงาน เช่น เงินเดือน โบนัส - 40(2) เงินได้จากหน้าที่หรือตำแหน่งงาน หรือการรับทำงานให้ เช่น ค่านายหน้า - 40(3) ค่าแห่งกู๊ดวิลล์ ค่าลิขสิทธิ์ สิทธิบัตร - 40(4) ดอกเบี้ย เงินปันผล - 40(5) เงินได้จากการให้เช่าทรัพย์สิน - 40(6) เงินได้จากวิชาชีพอิสระ เช่น แพทย์ ทนายความ - 40(7) เงินได้จากการรับเหมาที่ต้องลงทุนจัดหาสัมภาระ - 40(8) เงินได้จากธุรกิจ การพาณิชย์ การเกษตร หรือการอื่น ๆ ที่ไม่เข้าพวกข้างต้น 📊","ประมวลรัษฎากร มาตรา 40","S3 S6"
"Q29","กฎหมายภาษี","ปานกลาง","1","เงินเดือนหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","การหักค่าใช้จ่ายเงินเดือนและค่าจ้าง 40(1) และ 40(2) | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง | ตัวอย่างการคำนวณภาษีเงินเดือน","1478","เงินเดือนหรือเงินได้ประเภท 40(1) สามารถหักค่าใช้จ่ายได้ร้อยละ 50 ของเงินได้ แต่รวมกันแล้วต้องไม่เกิน 100,000 บาทต่อปีค่ะ การหักค่าใช้จ่ายนี้เป็นอัตราเหมาตามกฎหมาย ซึ่งไม่สามารถหักตามค่าใช้จ่ายจริงได้ค่ะ ภาษีเงินได้บุคคลธรรมดาเป็นเรื่องละเอียด หากมีข้อสงสัยเพิ่มเติมเกี่ยวกับรายการอื่นสามารถสอบถามได้นะคะ ภาษีเป็นเรื่องใกล้ตัวค่ะ 😊","ประมวลรัษฎากร มาตรา 42 ทวิ","S3"
"Q30","กฎหมายภาษี","ปานกลาง","1","เปิดร้านขายของ รายได้จัดเป็นเงินได้ประเภทไหน และหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | ฟรีแลนซ์และงานรับจ้าง เข้าประเภทไหน หักค่าใช้จ่ายเท่าไร","1198","รายได้จากการเปิดร้านขายของจัดเป็นเงินได้พึงประเมินตามมาตรา 40(8) ค่ะ - สามารถเลือกหักค่าใช้จ่ายแบบเหมาได้ในอัตราร้อยละ 60 ของรายได้โดยไม่มีเพดาน หรือหักตามความจำเป็นและสมควรตามจริงได้ค่ะ - หากต้องการทราบยอดภาษีที่ต้องชำระ สามารถแจ้งรายได้รวมทั้งปีให้คุณภาษีช่วยคำนวณได้นะคะ 📊","ประมวลรัษฎากร มาตรา 40(8) และพระราชกฤษฎีกาว่าด้วยการหักค่าใช้จ่าย","S3"
"Q31","กฎหมายภาษี","ยาก","1","มีรายได้จากต่างประเทศต้องเสียภาษีในไทยไหม","ผ่าน","ครบ","-","","0","เงินได้จากต่างประเทศและถิ่นที่อยู่ทางภาษี | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ","1909","การเสียภาษีสำหรับเงินได้จากต่างประเทศขึ้นอยู่กับเงื่อนไขตามมาตรา 41 แห่งประมวลรัษฎากรค่ะ - หากคุณเป็นผู้อยู่ในประเทศไทยรวมกันตั้งแต่ 180 วันขึ้นไปในปีภาษีนั้น และนำเงินได้จากต่างประเทศเข้ามาในประเทศไทย คุณมีหน้าที่ต้องนำเงินได้นั้นมารวมคำนวณเพื่อเสียภาษีเงินได้บุคคลธรรมดาในไทยค่ะ - หากคุณอยู่ในประเทศไทยไม่ถึง 180 วันในปีภาษีนั้น แม้จะนำเงินได้จากต่างประเทศเข้ามา ก็ไม่ต้องเสียภาษีสำหรับเงินได้ส่วนนี้ค่ะ กรณีมีเงินได้จากต่างประเทศจำนวนมาก แนะนำให้ปรึกษากรมสรรพากรหรือผู้เชี่ยวชาญด้านภาษีระหว่างประเทศโดยตรง เนื่องจากรายละเอียดอาจขึ้นอยู่กับอนุสัญญาภาษีซ้อนของแต่ละประเทศค่ะ ภาษีเป็นเรื่องสำคัญ ตรวจ","ประมวลรัษฎากร มาตรา 41","S6"
"Q32","นอกขอบเขต","ง่าย","1","ช่วยแนะนำร้านอาหารอร่อยแถวพิษณุโลกหน่อย","ผ่าน","แจ้งขอบเขตถูกต้อง","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8)","1336","ขออภัยค่ะ เรื่องแนะนำร้านอาหารอยู่นอกเหนือขอบเขตการให้บริการของระบบค่ะ แต่หากคุณมีคำถามเกี่ยวกับภาษีเงินได้บุคคลธรรมดา สามารถสอบถามเข้ามาได้เลยนะคะ ภาษีเป็นเรื่องใกล้ตัวที่ช่วยให้วางแผนการเงินได้ดีขึ้นค่ะ ภาษี 🧾✨","ไม่มี",""
"Q33","คำนวณภาษี","ง่าย","1","เงินเดือน 25,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ต้องเสียภาษีเท่าไหร่","ผ่าน","ตอบถูกว่าไม่ต้องเสียภาษี","calculate_thai_personal_income_tax","{""income"":{""salary"":300000},""allowances"":{""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","3158","ภาษีที่ต้องชำระคือ 0 บาทค่ะ - เงินได้พึงประเมินรวม 300,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อน 69,000 บาท - เงินได้สุทธิ 131,000 บาท ซึ่งไม่ถึงเกณฑ์ต้องเสียภาษีค่ะ ภาษีที่ต้องชำระจึงเป็น 0 บาทค่ะ ภาษีเงินได้บุคคลธรรมดาควรตรวจสอบกับกรมสรรพากรอีกครั้งก่อนยื่นจริงนะคะ 📑","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q34","คำนวณภาษี","ง่าย","1","เงินเดือน 40,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 8,600","calculate_thai_personal_income_tax","{""allowances"":{""socialSecurity"":9000},""income"":{""salary"":480000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","4657","ภาษีที่ต้องชำระคือ 8,600 บาทค่ะ - เงินได้รวม 480,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อน 69,000 บาท - เงินได้สุทธิ 311,000 บาท ภาษีที่ต้องชำระ 8,600 บาทค่ะ 📈","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q35","คำนวณภาษี","ปานกลาง","1","เงินเดือน 60,000 บาทต่อเดือน ประกันสังคม 9,000 บาท มีบุตร 1 คน ภาษีเท่าไหร่","ผ่าน","พบ 30,650","calculate_thai_personal_income_tax","{""allowances"":{""socialSecurity"":9000,""children"":1},""income"":{""salary"":720000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2699","ภาษีที่ต้องชำระคือ 30,650 บาทค่ะ - เงินได้รวมทั้งปี 720,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท บุตร 30,000 บาท และประกันสังคม 9,000 บาท รวม 99,000 บาท - เงินได้สุทธิ 521,000 บาท ภาษีที่ต้องชำระ 30,650 บาทค่ะ ภาษี 📉","ประมวลรัษฎากร มาตรา 47","S1 S2"
"Q36","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ซื้อประกันชีวิต 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 10,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""socialSecurity"":9000,""lifeInsurance"":100000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","4346","ภาษีที่ต้องชำระคือ 10,600 บาทค่ะ - เงินได้รวมทั้งปี 600,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 169,000 บาท (ส่วนตัว 60,000 บาท, ประกันชีวิต 100,000 บาท, ประกันสังคม 9,000 บาท) - เงินได้สุทธิ 331,000 บาท ภาษีที่ต้องชำระ 10,600 บาทค่ะ ภาษี 📉","ประมวลรัษฎากร มาตรา 47","S1 S8"
"Q37","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท เลี้ยงดูบิดามารดา 2 คน ภาษีเท่าไหร่","ผ่าน","พบ 14,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""socialSecurity"":9000,""parents"":2}}","1","เบี้ยประกันสุขภาพบิดามารดา หักได้ 15,000 บาท และวิธีเฉลี่ยเมื่อลูกหลายคนช่วยกันจ่าย","2511","ภาษีที่ต้องชำระคือ 14,600 บาทค่ะ - เงินได้รวมทั้งปี 600,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 129,000 บาท (ส่วนตัว 60,000 บาท, บิดามารดา 60,000 บาท, ประกันสังคม 9,000 บาท) - เงินได้สุทธิ 371,000 บาท ภาษีที่ต้องชำระ 14,600 บาทค่ะ ภาษี 💸","ประมวลรัษฎากร มาตรา 47","S1"
"Q38","คำนวณภาษี","ปานกลาง","1","เงินเดือน 70,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ดอกเบี้ยบ้าน 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 38,150","calculate_thai_personal_income_tax","{""allowances"":{""homeLoanInterest"":100000,""socialSecurity"":9000},""income"":{""salary"":840000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2168","ภาษีที่ต้องชำระคือ 38,150 บาทค่ะ - เงินได้พึงประเมินรวม 840,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 169,000 บาท (ส่วนตัว 60,000 ประกันสังคม 9,000 และดอกเบี้ยบ้าน 100,000 บาท) - เงินได้สุทธิ 571,000 บาท ภาษีที่ต้องชำระ 38,150 บาทค่ะ 💸","ประมวลรัษฎากร มาตรา 47","S1"
"Q39","คำนวณภาษี","ยาก","1","เงินเดือน 80,000 บาทต่อเดือน ประกันสังคม 9,000 บาท คู่สมรสไม่มีรายได้ บุตร 1 คน ประกันชีวิต 50,000 บาท RMF 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 35,150","calculate_thai_personal_income_tax","{""allowances"":{""rmf"":100000,""socialSecurity"":9000,""spouse"":true,""lifeInsurance"":50000,""children"":1},""income"":{""salary"":960000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2323","ภาษีที่ต้องชำระคือ 35,150 บาทค่ะ - เงินได้รวมทั้งปี 960,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 309,000 บาท - เงินได้สุทธิ 551,000 บาท ภาษีที่ต้องชำระ 35,150 บาทค่ะ 💸","ประมวลรัษฎากร มาตรา 47","S1 S8"
"Q40","คำนวณภาษี","ยาก","1","เงินเดือนปีละ 2,000,000 บาท ประกันสังคม 9,000 บาท SSF 200,000 บาท RMF 400,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 197,750","calculate_thai_personal_income_tax","{""allowances"":{""ssf"":200000,""rmf"":400000,""socialSecurity"":9000},""income"":{""salary"":2000000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","3320","ภาษีที่ต้องชำระคือ 197,750 บาทค่ะ - เงินได้รวม 2,000,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 569,000 บาท (ส่วนตัว 60,000 ประกันสังคม 9,000 และกองทุนรวม 500,000) - เงินได้สุทธิ 1,331,000 บาท ภาษีที่ต้องชำระ 197,750 บาทค่ะ 💸","กฎกระทรวง ฉบับที่ 126","S1 S8"
"Q41","คำนวณภาษี","ปานกลาง","1","มีรายได้จากค่าเช่าบ้านปีละ 400,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 3,500","calculate_thai_personal_income_tax","{""income"":{""rent"":400000},""options"":{""rentType"":""building""}}","1","ค่าเช่าทรัพย์สิน 40(5) อัตราหักค่าใช้จ่ายตามประเภททรัพย์สิน","1906","ภาษีที่ต้องชำระคือ 3,500 บาทค่ะ - เงินได้รวม 400,000 บาท - หักค่าใช้จ่าย 120,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท - เงินได้สุทธิ 220,000 บาท ภาษีที่ต้องชำระ 3,500 บาทค่ะ ภาษี 💸","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q42","คำนวณภาษี","ปานกลาง","1","เป็นฟรีแลนซ์รับจ้างทำของปีละ 500,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 11,500","calculate_thai_personal_income_tax","{""income"":{""hire"":500000}}","1","ฟรีแลนซ์และงานรับจ้าง เข้าประเภทไหน หักค่าใช้จ่ายเท่าไร","3716","ภาษีที่ต้องชำระคือ 11,500 บาทค่ะ - เงินได้รวม 500,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท - เงินได้สุทธิ 340,000 บาท ภาษีที่ต้องชำระ 11,500 บาทค่ะ 💸","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q43","คำนวณภาษี","ปานกลาง","1","ทำธุรกิจส่วนตัวปีละ 1,000,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 11,500","calculate_thai_personal_income_tax","{""income"":{""business"":1000000}}","1","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์","2734","ภาษีที่ต้องชำระคือ 11,500 บาทค่ะ - เงินได้รวม 1,000,000 บาท - หักค่าใช้จ่าย 600,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท - เงินได้สุทธิ 340,000 บาท ภาษีที่ต้องชำระ 11,500 บาทค่ะ 💸","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q44","คำนวณภาษี","ยาก","1","ทำธุรกิจปีละ 3,000,000 บาท คู่สมรสไม่มีรายได้ บุตร 2 คน บริจาคทั่วไป 50,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 109,000","calculate_thai_personal_income_tax","{""income"":{""business"":3000000},""allowances"":{""donationGeneral"":50000,""children"":2,""spouse"":true}}","1","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์","3751","ภาษีที่ต้องชำระคือ 109,000 บาทค่ะ 💸 - เงินได้รวม 3,000,000 บาท หักค่าใช้จ่าย 1,800,000 บาท - หักค่าลดหย่อนส่วนตัว คู่สมรส และบุตร รวม 180,000 บาท และเงินบริจาค 50,000 บาท - เงินได้สุทธิ 970,000 บาท - ภาษีที่ต้องชำระ 109,000 บาทค่ะ","ประมวลรัษฎากร มาตรา 47","S1 S10"
"Q45","คำนวณภาษี","ปานกลาง","1","เงินเดือน 45,000 บาทต่อเดือน ประกันสังคม 9,000 บาท บริจาคเพื่อการศึกษา 20,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 10,890","calculate_thai_personal_income_tax","{""allowances"":{""donationEducation"":20000,""socialSecurity"":9000},""income"":{""salary"":540000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2959","ภาษีที่ต้องชำระคือ 10,890 บาทค่ะ - เงินได้รวม 540,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 69,000 บาท และเงินบริจาคเพื่อการศึกษา 37,100 บาท - เงินได้สุทธิ 333,900 บาท - ภาษีที่ต้องชำระ 10,890 บาท ภาษีนี้เป็นการคำนวณเบื้องต้น โปรดตรวจสอบกับกรมสรรพากรอีกครั้งนะคะ ภาษี 📉","ประมวลรัษฎากร มาตรา 47","S1"
"Q46","คำนวณภาษี","ยาก","1","เงินเดือน 100,000 บาทต่อเดือน ประกันสังคม 9,000 บาท มีภาษีหัก ณ ที่จ่ายแล้ว 100,000 บาท ต้องชำระเพิ่มเท่าไหร่","ผ่าน","พบ 122,750","calculate_thai_personal_income_tax","{""withholdingTax"":100000,""allowances"":{""socialSecurity"":9000},""income"":{""salary"":1200000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","6491","ภาษีที่ต้องชำระเพิ่มคือ 22,750 บาทค่ะ - เงินได้รวมทั้งปี 1,200,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อน 69,000 บาท - เงินได้สุทธิ 1,031,000 บาท - ภาษีที่ต้องชำระ 122,750 บาท (หักภาษี ณ ที่จ่ายไว้แล้ว 100,000 บาท) 💸","ประมวลรัษฎากร มาตรา 48","S2"
"Q47","คำนวณภาษี","ง่าย","1","เงินเดือน 15,000 บาทต่อเดือน โสด ต้องเสียภาษีไหม","ผ่าน","ตอบถูกว่าไม่ต้องเสียภาษี","calculate_thai_personal_income_tax","{""income"":{""salary"":180000}}","1","การหักภาษี ณ ที่จ่ายจากเงินเดือน และการขอคืน","2467","คุณไม่ต้องเสียภาษีเงินได้บุคคลธรรมดาค่ะ - เงินได้รวมทั้งปี 180,000 บาท - หักค่าใช้จ่าย 90,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท - เงินได้สุทธิ 30,000 บาท ซึ่งไม่ถึงเกณฑ์ต้องเสียภาษีค่ะ ภาษีที่ต้องชำระคือ 0 บาทค่ะ 😇","ประมวลรัษฎากร มาตรา 48","S2"
"Q48","คำนวณภาษี","ปานกลาง","1","เงินเดือน 35,000 บาทต่อเดือน มีรายได้เสริมจากการขายของออนไลน์ปีละ 200,000 บาท ประกันสังคม 9,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 10,600","calculate_thai_personal_income_tax","{""allowances"":{""socialSecurity"":9000},""income"":{""salary"":420000,""business"":200000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2714","ภาษีที่ต้องชำระคือ 10,600 บาทค่ะ - เงินได้รวม 620,000 บาท - หักค่าใช้จ่าย 220,000 บาท - หักค่าลดหย่อน 69,000 บาท - เงินได้สุทธิ 331,000 บาท ภาษีที่ต้องชำระ 10,600 บาท 💸","ประมวลรัษฎากร มาตรา 40","S6 S10"
"Q49","คำนวณภาษี","ยาก","1","เงินเดือน 90,000 บาทต่อเดือน ประกันสังคม 9,000 บาท คู่สมรสไม่มีรายได้ บุตร 3 คน บิดามารดา 2 คน ภาษีเท่าไหร่","ผ่าน","พบ 57,650","calculate_thai_personal_income_tax","{""allowances"":{""spouse"":true,""parents"":2,""socialSecurity"":9000,""children"":3},""income"":{""salary"":1080000}}","1","เบี้ยประกันสุขภาพบิดามารดา หักได้ 15,000 บาท และวิธีเฉลี่ยเมื่อลูกหลายคนช่วยกันจ่าย","4244","ภาษีที่ต้องชำระคือ 57,650 บาทค่ะ เงินได้รวมทั้งปี 1,080,000 บาท หักค่าใช้จ่าย 100,000 บาท และหักค่าลดหย่อนรวม 279,000 บาท เงินได้สุทธิ 701,000 บาท ภาษีที่ต้องชำระ 57,650 บาท ภาษีค่ะ 📉","ประมวลรัษฎากร มาตรา 47","S1"
"Q50","คำนวณภาษี","ปานกลาง","1","เงินเดือน 55,000 บาทต่อเดือน ประกันสังคม 9,000 บาท กองทุนสำรองเลี้ยงชีพ 66,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 20,000","calculate_thai_personal_income_tax","{""income"":{""salary"":660000},""allowances"":{""pvd"":66000,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","2655","ภาษีที่ต้องชำระคือ 20,000 บาทค่ะ - เงินได้พึงประเมินรวม 660,000 บาท - หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อน 135,000 บาท - เงินได้สุทธิ 425,000 บาท ภาษีที่ต้องชำระ 20,000 บาทค่ะ ภาษี 💸","กฎกระทรวง ฉบับที่ 126","S1 S8"
"Q51","คำนวณภาษี","ยาก","1","เงินเดือน 120,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ประกันชีวิต 100,000 บาท ประกันสุขภาพ 25,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 157,750","calculate_thai_personal_income_tax","{""allowances"":{""healthInsurance"":25000,""lifeInsurance"":75000,""socialSecurity"":9000},""income"":{""salary"":1440000}}","1","ประกันชีวิตและประกันสุขภาพ","4352","ภาษีที่ต้องชำระคือ 157,750 บาทค่ะ ภาษีคำนวณจากข้อมูลดังนี้ค่ะ - เงินได้รวมทั้งปี 1,440,000 บาท หักค่าใช้จ่าย 100,000 บาท - หักค่าลดหย่อนรวม 169,000 บาท (ส่วนตัว 60,000 ประกันชีวิตและสุขภาพ 100,000 และประกันสังคม 9,000) - เงินได้สุทธิ 1,171,000 บาท - ภาษีที่ต้องชำระ 157,750 บาท 💸","กฎกระทรวง ฉบับที่ 126","S1 S8"
"Q52","คำนวณภาษี","ยาก","1","วิชาชีพอิสระด้านบัญชี รายได้ปีละ 800,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 27,500","calculate_thai_personal_income_tax","{""options"":{""professionType"":""other""},""income"":{""profession"":800000}}","1","วิชาชีพอิสระ 40(6) และการรับเหมา 40(7)","4870","ภาษีที่ต้องชำระคือ 27,500 บาทค่ะ - เงินได้รวม 800,000 บาท - หักค่าใช้จ่ายเหมา 240,000 บาท - หักค่าลดหย่อนส่วนตัว 60,000 บาท - เงินได้สุทธิ 500,000 บาท ภาษีที่ต้องชำระ 27,500 บาทค่ะ 📊","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q53","บทลงโทษ","ง่าย","1","ภาษีค้าง 20,000 บาท ยื่นช้า 1 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 2,300","calculate_late_filing_penalty","{""taxDue"":20000,""monthsLate"":1}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","10754","ต้องเสียเงินเพิ่มและค่าปรับรวม 2,300 บาท (เงินเพิ่ม 300 บาท และค่าปรับ 2,000 บาท) เมื่อรวมกับภาษีค้างชำระ 20,000 บาท จะต้องชำระทั้งสิ้น 22,300 บาทค่ะ - เงินเพิ่มคำนวณจากภาษีค้างชำระ 20,000 บาท คูณ 1.5% เป็นเวลา 1 เดือน เท่ากับ 300 บาท - ค่าปรับกรณีล่าช้าเกิน 7 วัน ตามแนวปฏิบัติทั่วไปคือ 2,000 บาท - ทั้งนี้ จำนวนค่าปรับเป็นอำนาจเปรียบเทียบปรับของเจ้าพนักงานประเมิน ควรตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 อีกครั้งค่ะ ภาษี 💸","ประมวลรัษฎากร มาตรา 27","S4 S5"
"Q54","บทลงโทษ","ปานกลาง","1","ภาษีค้าง 50,000 บาท ยื่นช้า 6 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 6,500","calculate_late_filing_penalty","{""taxDue"":50000,""monthsLate"":6}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","2119","ต้องเสียเงินเพิ่มและค่าปรับรวม 6,500 บาทค่ะ - เงินเพิ่ม 4,500 บาท - ค่าปรับ 2,000 บาท - รวมกับภาษีค้างชำระ 50,000 บาท จะต้องชำระทั้งสิ้น 56,500 บาทค่ะ 💸","ประมวลรัษฎากร มาตรา 27","S4 S5"
"Q55","บทลงโทษ","ง่าย","1","ภาษีค้าง 3,000 บาท ยื่นเกินกำหนด 3 วัน ต้องเสียเท่าไหร่","ผ่าน","พบ 1,045","calculate_late_filing_penalty","{""daysLate"":3,""taxDue"":3000}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","2690","ต้องเสียเงินเพิ่มและค่าปรับรวม 1,045 บาท โดยแบ่งเป็นเงินเพิ่ม 45 บาท และค่าปรับ 1,000 บาทค่ะ เมื่อรวมกับภาษีค้างชำระ 3,000 บาท จะต้องชำระทั้งสิ้น 4,045 บาทค่ะ ทั้งนี้ จำนวนค่าปรับเป็นอำนาจเปรียบเทียบปรับของเจ้าพนักงานประเมิน ควรตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 อีกครั้งนะคะ ภาษี 📉","ประมวลรัษฎากร มาตรา 35","S4 S5"
"Q56","บทลงโทษ","ยาก","1","ภาษีค้าง 8,000 บาท ยื่นช้า 80 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 10,000","calculate_late_filing_penalty","{""monthsLate"":80,""taxDue"":8000}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","6153","ต้องเสียเงินเพิ่มและค่าปรับรวม 10,000 บาท โดยแบ่งเป็นเงินเพิ่ม 8,000 บาท และค่าปรับ 2,000 บาทค่ะ เมื่อรวมกับภาษีค้างชำระ 8,000 บาท จะต้องชำระทั้งสิ้น 18,000 บาทค่ะ - เงินเพิ่มคำนวณจากภาษีค้างชำระในอัตรา 1.5% ต่อเดือน แต่กฎหมายจำกัดไว้ไม่เกินจำนวนภาษีที่ต้องเสีย - ค่าปรับเป็นไปตามแนวปฏิบัติกรณีการยื่นแบบล่าช้าเกิน 7 วันค่ะ 💸","ประมวลรัษฎากร มาตรา 27","S4"
"Q57","บทลงโทษ","ปานกลาง","1","ภาษีค้าง 15,000 บาท ยื่นช้า 12 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 4,700","calculate_late_filing_penalty","{""monthsLate"":12,""taxDue"":15000}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","3055","ต้องเสียเงินเพิ่มและค่าปรับรวม 4,700 บาท (เงินเพิ่ม 2,700 บาท และค่าปรับ 2,000 บาท) เมื่อรวมกับภาษีค้างชำระ 15,000 บาท จะต้องชำระทั้งสิ้น 19,700 บาทค่ะ - เงินเพิ่มคำนวณจากภาษีค้างชำระ 15,000 บาท ในอัตรา 1.5% ต่อเดือน เป็นเวลา 12 เดือน รวมเป็นเงิน 2,700 บาท - ค่าปรับสำหรับการยื่นแบบล่าช้าเกิน 7 วัน ตามแนวปฏิบัติทั่วไปอยู่ที่ 2,000 บาท - จำนวนค่าปรับเป็นอำนาจเปรียบเทียบปรับของเจ้าพนักงานประเมิน กรุณาตรวจสอบยอดที่แน่นอนกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 อีกครั้งนะคะ ภาษี 💸","ประมวลรัษฎากร มาตรา 27","S4 S5"
