รหัส,หมวด,ความยาก,รอบที่,คำถาม,ผล,เหตุผล,เรียกเครื่องมือ,ข้อมูลที่ส่งให้เครื่องมือ,รอบที่เรียกเครื่องมือ,ความรู้ที่ค้นเจอ,เวลา_ms,คำตอบ,ฐานกฎหมาย,แหล่งอ้างอิง
"Q52","คำนวณภาษี","ยาก","1","วิชาชีพอิสระด้านบัญชี รายได้ปีละ 800,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 27,500","calculate_thai_personal_income_tax","{""income"":{""profession"":800000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""rmf"":0,""socialSecurity"":0,""spouse"":false,""ssf"":0},""options"":{""professionType"":""other""}}","1","วิชาชีพอิสระ 40(6) และการรับเหมา 40(7) | เงินได้พึงประเมิน 8 ประเภทตามมาตรา 40","44308","ภาษีที่ต้องชำระคือ 27,500 บาทค่ะ รายได้ปีละ 800,000 บาทจากวิชาชีพอิสระด้านบัญชี (อยู่ในกลุ่มอื่นนอกเหนือจากประกอบโรคศิลปะ) หักค่าใช้จ่ายได้ร้อยละ 30 เท่ากับ 240,000 บาท เหลือเงินได้สุทธิหลังหักค่าลดหย่อนส่วนตัว 60,000 บาท รวมเป็น 500,000 บาท อัตราภาษีขั้นบันไดคำนวณได้ 27,500 บาท (ไม่เกินขั้นต่ำตามมาตรา 48(2) คือ 4,000 บาท) หากมีรายได้อื่นหรือต้องการคำนวณอัตราหักค่าใช้จ่ายเฉพาะเจาะจงเพิ่มเติมได้ไหมคะ?","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q53","บทลงโทษ","ง่าย","1","ภาษีค้าง 20,000 บาท ยื่นช้า 1 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 2,300","calculate_late_filing_penalty","{""taxDue"":20000,""monthsLate"":1}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","30226","ภาษีค้างชำระรวมทั้งสิ้น 22,300 บาทค่ะ เงินเพิ่ม 300 บาท จากอัตรา 1.5% ต่อเดือนของภาษีค้าง 20,000 บาท ค่าปรับ 2,000 บาท เนื่องจากยื่นแบบล่าช้าเกินกำหนด 1 เดือน (ประมาณ 30 วัน) รวมทั้งสิ้นต้องชำระเพิ่มอีก 2,300 บาท ข้อมูลอ้างอิง: มาตรา 27 และมาตรา 35 ประมวลรัษฎากร คำเตือน: ค่าปรับอาจเปลี่ยนแปลงได้ กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 ต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการจัดเตรียมภาษีรายเดือนไหมคะ?","ประมวลรัษฎากร มาตรา 27","S4 S5"
"Q54","บทลงโทษ","ปานกลาง","1","ภาษีค้าง 50,000 บาท ยื่นช้า 6 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 6,500","calculate_late_filing_penalty","{""taxDue"":50000,""monthsLate"":6}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","29253","ภาษีค้างชำระรวมทั้งสิ้น 56,500 บาทค่ะ ประกอบด้วยภาษีหลัก 50,000 บาท + เงินเพิ่ม 4,500 บาท (1.5% ต่อเดือน × 6 เดือน) + ค่าปรับ 2,000 บาท (ยื่นล่าช้าเกินกำหนดเกิน 7 วัน) รวมทั้งสิ้นจ่ายเพิ่มอีก 6,500 บาท เงินเพิ่มนี้คำนวณตามประมวลรัษฎากร มาตรา 27 และค่าปรับตามมาตรา 35 โดยค่าปรับอาจเปลี่ยนแปลงได้ตามนโยบายของกรมสรรพากร แนะนำให้ยื่นแบบพร้อมชำระภาษีทันที เพื่อหลีกเลี่ยงบทลงโทษเพิ่มเติมค่ะ ต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการวางแผนภาษีหรือไม่ครับ?","ประมวลรัษฎากร มาตรา 27","S4 S5"
"Q55","บทลงโทษ","ง่าย","1","ภาษีค้าง 3,000 บาท ยื่นเกินกำหนด 3 วัน ต้องเสียเท่าไหร่","ผ่าน","พบ 1,045","calculate_late_filing_penalty","{""taxDue"":3000,""daysLate"":3}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","38787","ภาษีค้างชำระรวมทั้งสิ้นพร้อมค่าปรับและเงินเพิ่มคือ 4,045 บาทค่ะ รายละเอียด: - เงินเพิ่ม 1.5% ต่อเดือน = 3,000 × 1.5% × 1 เดือน = 45 บาท - ค่าปรับกรณียื่นล่าช้าไม่เกิน 7 วัน = 1,000 บาท (ตามแนวปฏิบัติของกรมสรรพากร) - รวมที่ต้องชำระเพิ่ม = 45 + 1,000 = 1,045 บาท - รวมทั้งสิ้น = เงินค้างเดิม (3,000) + เพิ่มและปรับ = 4,045 บาท ข้อมูลอ้างอิงจากประมวลรัษฎากร มาตรา 27 และมาตรา 35 คำเตือน: จำนวนค่าปรับอาจเปลี่ยนแปลงได้ กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 เพื่อยืนยันความถูกต้อง มีคำถามเพิ่มเติมเกี่ยวกับการวางแผนภาษีหรือไม่คะ?","ประมวลรัษฎากร มาตรา 35","S4 S5"
"Q56","บทลงโทษ","ยาก","1","ภาษีค้าง 8,000 บาท ยื่นช้า 80 เดือน ต้องเสียเท่าไหร่","ไม่ผ่าน","ไม่พบ 10,000","calculate_late_filing_penalty","{""taxDue"":8000,""monthsLate"":80}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","26246","ภาษีค้างชำระรวมทั้งสิ้น 18,000 บาทค่ะ ประกอบด้วยภาษีที่ต้องชำระ 8,000 บาท เงินเพิ่ม 8,000 บาท และค่าปรับ 2,000 บาท เงินเพิ่มถูกจำกัดตามมาตรา 27 โดยไม่เกินจำนวนภาษีที่ต้องเสีย ค่าปรับ 2,000 บาท เกิดจากยื่นแบบล่าช้าเกินกำหนดกว่า 80 เดือน คำเตือน: ข้อมูลนี้เป็นการประมาณตามแนวปฏิบัติของกรมสรรพากร กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 เพื่อยืนยันความถูกต้อง คุณภาษีช่วยเหลืออะไรเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 27","S4"
"Q57","บทลงโทษ","ปานกลาง","1","ภาษีค้าง 15,000 บาท ยื่นช้า 12 เดือน ต้องเสียเท่าไหร่","ผ่าน","พบ 4,700","calculate_late_filing_penalty","{""taxDue"":15000,""monthsLate"":12}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","25891","ภาษีค้างชำระรวม 15,000 บาท ยื่นช้า 12 เดือน ต้องเสียเพิ่มเติมอีก 4,700 บาทค่ะ ประกอบด้วยเงินเพิ่ม 2,700 บาท (ร้อยละ 1.5 ต่อเดือน) และค่าปรับ 2,000 บาท คำนวณตามมาตรา 27 และมาตรา 35 ประมวลรัษฎากร ค่าปรับ 2,000 บาท เป็นแนวปฏิบัติที่อาจเปลี่ยนแปลงได้ กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่อีกครั้ง หากต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการจัดเตรียมภาษีหรือวางแผนภาษีอย่างถูกกฎหมาย ก็สามารถสอบถามได้นะคะ 😊","ประมวลรัษฎากร มาตรา 27","S4 S5"
"Q58","บทลงโทษ","ปานกลาง","1","ภาษีค้าง 1,000 บาท ยื่นเกินกำหนด 20 วัน ต้องเสียเท่าไหร่","ผ่าน","พบ 2,015","calculate_late_filing_penalty","{""taxDue"":1000,""daysLate"":20}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า | บทลงโทษการฝ่าฝืนกฎหมายภาษี","25343","ภาษีค้างชำระรวมทั้งสิ้น 3,015 บาทค่ะ เงินเพิ่ม 1.5% ต่อเดือนของภาษีค้างชำระ 1,000 บาท คือ 15 บาท ค่าปรับกรณียื่นล่าช้าเกินกำหนดเกิน 7 วัน คือ 2,000 บาท รวมทั้งหมดจึงต้องชำระเพิ่มเติมอีก 2,015 บาท ฐานอ้างอิงจากประมวลรัษฎากร มาตรา 27 และมาตรา 35 คำเตือน: ค่าปรับเป็นอำนาจของเจ้าพนักงานประเมิน กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 คุณภาษีจะช่วยเหลืออะไรเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 35","S4 S5"
"Q59","สิทธิ์ลดหย่อน","ง่าย","1","ค่าลดหย่อนคู่สมรสได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนส่วนตัวและคู่สมรส | ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567 | ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ","29854","ค่าลดหย่อนคู่สมรสคือ 60,000 บาทค่ะ เงื่อนไขที่ต้องเป็นไปตามนี้คือ 1. ต้องจดทะเบียนสมรสถูกต้องตามกฎหมาย 2. คู่สมรสต้องไม่มีเงินได้ในปีภาษีนั้น หรือมีเงินได้แต่เลือกยื่นรวมกัน 3. ต้องเป็นสามีภริยากันตลอดปีภาษี หรือถ้าสมรสระหว่างปีก็ใช้สิทธิได้ หากคู่สมรสมีเงินได้และแยกยื่น จะไม่สามารถใช้สิทธิลดหย่อนคู่สมรสได้ แต่จะได้รับลดหย่อนส่วนตัว 60,000 บาทของตนเองแทน ข้อมูลอ้างอิงจากประมวลรัษฎากร มาตรา 47(1)(ข) [ชุดที่ 3] คุณสนใจเรื่องภาษีอื่น ๆ เพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47(1)(ข)","S1"
"Q60","สิทธิ์ลดหย่อน","ง่าย","1","เลี้ยงดูบิดามารดาลดหย่อนได้สูงสุดกี่คน","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง | ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567","24119","คุณภาษีตอบ: เลี้ยงดูบิดามารดาลดหย่อนได้สูงสุด 4 คนค่ะ - พ่อแม่ของผู้มีเงินได้ (ตัวเองและคู่สมรส) คนละ 30,000 บาท - รวมสูงสุดได้ 120,000 บาท ต้องเป็นบิดามารดาอายุ 60 ปีขึ้นไปในปีภาษีนั้น และมีเงินได้ไม่เกิน 30,000 บาทในปีภาษีนั้นด้วยค่ะ หากต้องการคำนวณภาษีที่ต้องเสียจริง ๆ จากรายได้และลดหย่อนเหล่านี้ สามารถแจ้งรายได้และข้อมูลเพิ่มเติมมาได้นะคะ 😊","ประมวลรัษฎากร มาตรา 47(1)(ญ)","S1"
"Q61","สิทธิ์ลดหย่อน","ปานกลาง","1","บิดามารดาต้องอายุเท่าไหร่ถึงจะใช้สิทธิลดหย่อนได้","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567 | ค่าลดหย่อนกองทุนและประกัน ปี 2567","7845","บิดามารดาต้องมีอายุครบ 60 ปีบริบูรณ์ขึ้นไปในปีภาษีนั้นค่ะ","ประมวลรัษฎากร มาตรา 47(1)(ญ)","S1"
"Q62","สิทธิ์ลดหย่อน","ปานกลาง","1","อุปการะคนพิการลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567 | ค่าลดหย่อนกองทุนและประกัน ปี 2567 | ค่าลดหย่อนนโยบายรัฐ ปี 2567","19625","คุณภาษีช่วยตอบนะครับ คุณสามารถอุปการะผู้พิการ/ทุพพลภาพเพื่อลดหย่อนภาษีได้สูงสุดคนละ 60,000 บาทต่อคนตามมาตรา 47 ประมวลรัษฎากรครับ ตัวอย่างเช่น หากคุณอุปการะผู้พิการ 1 คน จะได้ลดหย่อนภาษีทั้งหมด 60,000 บาทครับ หากมีคำถามเพิ่มเติมเกี่ยวกับการวางแผนภาษีหรือค่าลดหย่อนอื่น ๆ สามารถสอบถามมาได้นะครับ","ประมวลรัษฎากร มาตรา 47(1)(ฎ)","S1"
"Q63","สิทธิ์ลดหย่อน","ปานกลาง","1","ประกันสุขภาพบิดามารดาลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | ค่าลดหย่อนกองทุนและประกัน ปี 2567 | ประกันชีวิตและประกันสุขภาพ","23208","เบี้ยประกันสุขภาพบิดามารดาลดหย่อนได้ตามจริงแต่ไม่เกิน 15,000 บาทค่ะ เงื่อนไขคือบิดามารดาต้องมีเงินได้ในปีภาษีไม่เกิน 30,000 บาท และต้องมีหนังสือรับรองการหักลดหย่อนจากผู้มีเงินได้ หากต้องการคำนวณรายละเอียดเพิ่มเติม เช่น รวมกับเบี้ยประกันชีวิตหรือประกันสุขภาพตนเอง สามารถแจ้งรายละเอียดเพิ่มเติมได้นะคะ คุณสนใจเรื่องอื่น ๆ เกี่ยวกับภาษีบุคคลธรรมดาไหมคะ?","ประกาศอธิบดีกรมสรรพากรเกี่ยวกับภาษีเงินได้","S1 S8"
"Q64","สิทธิ์ลดหย่อน","ปานกลาง","1","กองทุนสำรองเลี้ยงชีพลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนกองทุนและประกัน ปี 2567 | กองทุนสำรองเลี้ยงชีพเมื่อลาออกหรือเกษียณ | กองทุนเพื่อการเกษียณและเพดานรวม 500,000 บาท","33323","คุณภาษีรู้แล้วค่ะ 😊 ค่าลดหย่อนกองทุนสำรองเลี้ยงชีพ (PVD) สามารถลดหย่อนได้สูงสุด **15% ของเงินได้พึงประเมิน** แต่ไม่เกิน **500,000 บาทต่อปี** ตัวอย่างเช่น หากคุณมีเงินได้พึงประเมิน 1,000,000 บาท ค่าลดหย่อนสูงสุดจะเท่ากับ 15% × 1,000,000 = **150,000 บาท** แต่ถ้าคุณมีเงินสมทบกองทุนมากกว่านี้ เช่น เกิน 500,000 บาท ก็จะหักได้เพียงเท่ากับ 500,000 บาทเท่านั้นค่ะ หากต้องการคำนวณเฉพาะรายละเอียดของคุณ เช่น เงินได้พึงประเมินหรือจำนวนเงินสมทบจริง ๆ ก็แจ้งมาได้เลยนะคะ 😊","กฎกระทรวง ฉบับที่ 126","S8"
"Q65","สิทธิ์ลดหย่อน","ปานกลาง","1","กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้เท่าไหร่","ไม่ผ่าน","ขาด: 30,000","-","","0","ค่าลดหย่อนกองทุนและประกัน ปี 2567 | กองทุนเพื่อการเกษียณและเพดานรวม 500,000 บาท | ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","7439","เบี้ยกองทุนการออมแห่งชาติ (กอช.) ลดหย่อนได้สูงสุด 13,200 บาทต่อปีค่ะ","กฎกระทรวง ฉบับที่ 126","S8"
"Q66","สิทธิ์ลดหย่อน","ปานกลาง","1","ประกันชีวิตแบบบำนาญลดหย่อนได้เท่าไหร่","ไม่ผ่าน","ขาด: 15, 200,000","-","","0","ค่าลดหย่อนกองทุนและประกัน ปี 2567 | ประกันชีวิตและประกันสุขภาพ | ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567","20600","เบี้ยประกันชีวิตแบบบำนาญสามารถลดหย่อนได้ตามจริง แต่ไม่เกิน 100,000 บาทต่อปีค่ะ ข้อมูลนี้อ้างอิงจากประมวลรัษฎากร มาตรา 47(1)(ง) และประกาศอธิบดีกรมสรรพากรเกี่ยวกับภาษีเงินได้ [ชุดที่ 3] หากต้องการคำนวณรายละเอียดเพิ่มเติม เช่น รวมกับเบี้ยประกันสุขภาพหรือกองทุนอื่น ๆ อีก ก็สามารถแจ้งมาได้นะคะ คุณภาษีอยู่ตรงนี้เสมอ 😊","ประกาศอธิบดีกรมสรรพากรเกี่ยวกับภาษีเงินได้","S8"
"Q67","สิทธิ์ลดหย่อน","ปานกลาง","1","ค่าฝากครรภ์และค่าคลอดบุตรลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าฝากครรภ์และค่าคลอดบุตร | ค่าลดหย่อนบุตรและบุตรคนที่สองเป็นต้นไป | ค่าลดหย่อนส่วนตัวและครอบครัว ปี 2567","46983","ค่าฝากครรภ์และค่าคลอดบุตรลดหย่อนได้สูงสุด 60,000 บาทต่อการตั้งครรภ์หนึ่งครั้งค่ะ รายละเอียดเพิ่มเติม: - หากตั้งครรภ์ลูกแฝด ถือเป็นการตั้งครรภ์หนึ่งครั้ง และใช้สิทธิลดหย่อนได้ทั้งหมด 60,000 บาท - หากตั้งครรภ์ในปีหนึ่งแล้วคลอดในปีถัดไป หักค่าใช้จ่ายตามลำดับแต่รวมกันทั้งสองปีไม่เกิน 60,000 บาทต่อการตั้งครรภ์หนึ่งครั้ง - หากตั้งครรภ์แล้วแท้ง และตั้งครรภ์ใหม่ในปีภาษีเดียวกัน ใช้สิทธิได้ทั้งสองครั้ง ครั้งละไม่เกิน 60,000 บาท - หากเบิกค่าใช้จ่ายจากสวัสดิการหรือประกันสังคมแล้ว จะหักเฉพาะส่วนที่จ่ายเองจริง ข้อมูลอ้างอิง: กฎกระทรวง ฉบับที่ 338 และคำชี้แจงกรมสรรพากรเรื่องค่าฝากครรภ์และค่าคลอดบุตร rd.go.t","กฎกระทรวง ฉบับที่ 338","S9"
"Q68","สิทธิ์ลดหย่อน","ปานกลาง","1","บริจาคพรรคการเมืองลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนนโยบายรัฐ ปี 2567 | เงินบริจาคทั่วไปและเงินบริจาคที่หักได้สองเท่า | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","11302","บริจาคพรรคการเมืองลดหย่อนได้สูงสุดไม่เกิน 10,000 บาทตามกฎหมายค่ะ ข้อมูลอ้างอิงจากประมวลรัษฎากร มาตรา 47(7) และพระราชกฤษฎีกาด้านการยกเว้นรัษฎากร [ชุดที่ 3]","พระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยพรรคการเมือง","S1"
"Q69","สิทธิ์ลดหย่อน","ยาก","1","เงินบริจาคหักได้ไม่เกินกี่เปอร์เซ็นต์ของเงินได้หลังหักค่าใช้จ่ายและค่าลดหย่อน","ผ่าน","ครบ","-","","0","ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง | ค่าลดหย่อนนโยบายรัฐ ปี 2567 | เงินบริจาคทั่วไปและเงินบริจาคที่หักได้สองเท่า","8246","เงินบริจาคหักได้ไม่เกินร้อยละ 10 ของเงินได้หลังหักค่าใช้จ่ายและค่าลดหย่อนอื่นทั้งหมดแล้วค่ะ","ประมวลรัษฎากร มาตรา 47(7)","S1"
"Q70","สิทธิ์ลดหย่อน","ยาก","1","ขาย RMF ก่อนครบเงื่อนไขต้องทำอย่างไร","ผ่าน","ครบ","-","","0","ผลที่ตามมาเมื่อผิดเงื่อนไขกองทุนหรือประกัน | ค่าลดหย่อนกองทุนและประกัน ปี 2567 | วิธีลดภาษีอย่างถูกกฎหมาย","39065","หากขายกองทุนรวมเพื่อการเลี้ยงชีพ (RMF) ก่อนครบเงื่อนไข เช่น ขายก่อนอายุ 55 ปีบริบูรณ์หรือถือไม่ครบ 5 ปี จะต้องคืนภาษีที่เคยได้รับยกเว้นไปแล้วพร้อมเงินเพิ่มตามกฎหมาย รายละเอียดการดำเนินการ: - ต้องยื่นแบบคำขอปรับปรุงภาษีเพื่อชำระภาษีที่ค้างชำระย้อนหลังตามจำนวนปีที่ผิดเงื่อนไข - เงินเพิ่มจะถูกลบออกเป็นร้อยละ 1.5 ต่อเดือนนับแต่วันที่พ้นกำหนดยื่นแบบของปีภาษีที่ใช้สิทธิ์ - กำไรจากการขายหน่วยลงทุนที่ผิดเงื่อนไขต้องนำมารวมคำนวณเป็นเงินได้ด้วย แนะนำให้ปรึกษากรมสรรพากรหรือบริษัทที่จัดการกองทุน RMF เพื่อตรวจสอบรายละเอียดเฉพาะกรณีของคุณอย่างถูกต้อง ต้องการทราบข้อมูลเพิ่มเติมเกี่ยวกับการวางแผนกองทุนลดหย่อน","ประกาศอธิบดีกรมสรรพากรเกี่ยวกับภาษีเงินได้ ฉบับที่ 171","S9"
"Q71","กำหนดยื่นภาษี","ง่าย","1","ภ.ง.ด.91 ใช้กับใคร","ไม่ผ่าน","ขาด: เงินเดือน","-","","0","ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91 | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | เลือกระหว่าง ภ.ง.ด.90 และ ภ.ง.ด.91 ให้ถูก","10714","ใช้ภ.ง.ด.91 กับผู้มีรายได้จากการจ้างแรงงานตามมาตรา 40(1) เพียงประเภทเดียวตลอดปีภาษี เช่น พนักงานบริษัทหรือข้าราชการที่ไม่มีรายได้อื่นๆ","ประมวลรัษฎากร มาตรา 56","S3"
"Q72","กำหนดยื่นภาษี","ง่าย","1","ภ.ง.ด.90 ใช้กับใคร","ไม่ผ่าน","ขาด: ประเภทอื่น","-","","0","ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91 | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | เลือกระหว่าง ภ.ง.ด.90 และ ภ.ง.ด.91 ให้ถูก","11046","ใช้ภ.ง.ด.90 กับผู้มีรายได้หลายประเภท เช่น มีเงินเดือนและรับงานฟรีแลนซ์ มีเงินเดือนและค่าเช่าทรัพย์สิน หรือมีรายได้อื่นนอกเหนือจากเงินเดือนเท่านั้น","ประมวลรัษฎากร มาตรา 56","S3"
"Q73","กำหนดยื่นภาษี","ปานกลาง","1","ภ.ง.ด.1 คือแบบอะไร","ผ่าน","ครบ","-","","0","สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ | เลือกระหว่าง ภ.ง.ด.90 และ ภ.ง.ด.91 ให้ถูก | ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91","22003","ภ.ง.ด.1 เป็นแบบแสดงรายการภาษีเงินได้บุคคลธรรมดาสำหรับผู้ที่มีรายได้จากการจ้างงานตามมาตรา 40(1) และ (2) โดยผู้จ่ายเงินเดือนเป็นผู้หักภาษี ณ ที่จ่าย และยื่นแบบรายเดือนภายในวันที่ 7 ของเดือนถัดไปค่ะ หากมีรายได้จากหลายประเภท เช่น เงินเดือนและงานเสริมอื่น ๆ ก็ต้องใช้แบบภ.ง.ด.90 แทนค่ะ ต้องการทราบข้อมูลเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 50","S9"
"Q74","กำหนดยื่นภาษี","ปานกลาง","1","ภ.ง.ด.1ก ยื่นเมื่อไหร่","ผ่าน","ครบ","-","","0","แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ | กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567)","8343","ภ.ง.ด.1ก ต้องยื่นภายในเดือนกุมภาพันธ์ของปีถัดไปหลังจากปีภาษีสิ้นสุดลงค่ะ","ประมวลรัษฎากร มาตรา 58","S9"
"Q75","กำหนดยื่นภาษี","ปานกลาง","1","ภ.พ.30 ยื่นภายในวันที่เท่าไหร่ของเดือนถัดไป","ผ่าน","ครบ","-","","0","ภาษีมูลค่าเพิ่ม VAT อัตราและเกณฑ์จดทะเบียน | มาตรการ Easy E-Receipt ปีภาษี 2567","9238","ภ.พ.30 ต้องยื่นภายในวันที่ 15 ของเดือนถัดไปหลังจากเกิดรายได้ในเดือนนั้น ๆ เลยค่ะ","ประมวลรัษฎากร มาตรา 83","S9"
"Q76","กำหนดยื่นภาษี","ปานกลาง","1","ภาษีต้องชำระเท่าไหร่ถึงจะขอผ่อนได้ และผ่อนได้กี่งวด","ผ่าน","ครบ","-","","0","การผ่อนชำระภาษีและช่องทางการชำระเงิน | ขั้นตอนการยื่นภาษีออนไลน์ที่เว็บไซต์กรมสรรพากร | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร","30098","ภาษีที่ต้องชำระอย่างน้อย 3,000 บาทขึ้นไปจึงมีสิทธิขอผ่อนชำระได้ค่ะ ผ่อนชำระได้ 3 งวดเท่าๆ กัน โดยงวดที่ 1 ชำระพร้อมยื่นแบบภายในกำหนดเวลา งวดที่ 2 และ 3 ชำระภายใน 1 เดือนต่อเนื่องจากงวดก่อนหน้าค่ะ หากผิดนัดชำระงวดใดงวดหนึ่งจะหมดสิทธิผ่อนชำระทันที และต้องชำระภาษีทั้งหมดพร้อมค่าปรับร้อยละ 1.5 ต่อเดือนค่ะ ขอแนะนำให้ยื่นแบบผ่านระบบ E-FILING เพื่อรับสิทธิขยายเวลายื่นอีก 8 วัน และเก็บหลักฐานการยื่นไว้อย่างน้อย 5 ปีค่ะ ต้องการทราบขั้นตอนยื่นแบบออนไลน์เพิ่มไหมคะ?","ประมวลรัษฎากร มาตรา 64","S9"
"Q77","กำหนดยื่นภาษี","ปานกลาง","1","คู่สมรสที่มีเงินได้ทั้งคู่ต้องยื่นภาษีรวมหรือแยก","ผ่าน","ครบ","-","","0","เกณฑ์เงินได้ที่ทำให้ต้องยื่นแบบแสดงรายการ | การยื่นภาษีของสามีภริยา ยื่นรวมหรือแยก | กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567)","47940","คู่สมรสที่มีเงินได้ทั้งคู่เลือกวิธียื่นได้ 3 แบบตามมาตรา 57 ฉ ประมวลรัษฎากร - **แบบที่ 1**: ยื่นแยกกันทั้งหมด โดยแต่ละคนหักค่าลดหย่อนส่วนตัว 60,000 บาท แต่ไม่ได้หักคู่สมรส - **แบบที่ 2**: นำเงินได้ทุกประเภทมารวมยื่นในชื่อของฝ่ายใดฝ่ายหนึ่ง โดยผู้ยื่นหักค่าลดหย่อนส่วนตัวและคู่สมรสรวมกัน 60,000 บาทต่อคน - **แบบที่ 3**: แยกยื่นเฉพาะเงินเดือน (40(1)) ส่วนเงินได้อื่น ๆ นำไปรวมยื่นในชื่อของฝ่ายใดฝ่ายหนึ่ง การเลือกวิธีใดดีขึ้นอยู่กับสถานการณ์ เช่น - หากทั้งคู่มีเงินได้ใกล้เคียงกัน การแยกยื่นอาจเสียภาษีรวมน้อยกว่า เพราะแต่ละคนใช้อัตราภาษีขั้นต่ำของตนเอง - หากฝ่ายหนึ่งมีรายได้น้อยมาก การยื่นรวมอาจคุ้มค","ประมวลรัษฎากร มาตรา 57 ฉ","S3"
